,"dateUpdated","timeUpdated","brand","categories","colors","name","isSale","offer"
"AWpNoVJY0U_gzG0hhRLQ","2019-04-24","2019-04-24T04:16:19Z","Aerosoles","Clothing,Shoes,Womens Shoes,All Womens Shoes","Silver","Aerosoles Women's Plush Ahead Wedge Sandal",,"Online only"
"AWpNoCOP0U_gzG0hhRE3","2019-04-24","2019-04-24T04:14:32Z","SoftWalk","Clothing,Shoes,Womens Shoes,All Womens Shoes","Sand Leather","Women's SoftWalk Bolinas Thong Sandal",,"Online only"
"AWpNzWy7M263mwCq8TdH","2019-04-24","2019-04-24T03:20:24Z","Forever Link","Womens Shoes,Clothing,All Womens Shoes,Shoes","Black Leopard","Symbol37 by Forever Link, Lightweight Daddy Chunky Sneaker - Women's Fashioned Paneled Flats",,"Online only"
"AWpNeH3oAGTnQPR7tdtz","2019-04-24","2019-04-24T03:20:24Z","Forever Link","Womens Shoes,Clothing,All Womens Shoes,Shoes","Khaki Green","Symbol37 by Forever Link, Lightweight Daddy Chunky Sneaker - Women's Fashioned Paneled Flats",,"Online only"
"AWpNdxRvM263mwCq8RXT","2019-04-24","2019-04-24T03:20:23Z","Forever Link","Womens Shoes,Clothing,All Womens Shoes,Shoes","Black Leopard","Symbol37 by Forever Link, Lightweight Daddy Chunky Sneaker - Women's Fashioned Paneled Flats",,"Online only"
"AWpNagkeJbEilcB6Owkb","2019-04-24","2019-04-24T03:20:20Z","LifeStride","Clothing,Shoes,Womens Shoes,All Womens Shoes","Taupe","Lifestride Womens Flair Closed Toe Wedge Pumps",,"Online only: 20% off"
"AWpNbpNcJbEilcB6OwuM","2019-04-24","2019-04-24T03:20:16Z","Puma","Womens Shoes,Clothing,All Womens Shoes,Shoes","Safari / Puma White","Puma Women's Classic Suede Dazzling Blue/Black/Yellow Ankle-High Fashion Sneaker - 6.5M",,"Online only"
"AWpNZwbmM263mwCq8Q_S","2019-04-24","2019-04-24T03:20:11Z","SummitFashions","Clothing,Shoes,Womens Shoes,All Womens Shoes","Red/Black","5 Inch Classic High Heel Pump Shoe Sexy Casual Shoe",,"Online only"
"AWpNbjlYM263mwCq8ROI","2019-04-24","2019-04-24T03:20:11Z","Skechers","Womens Shoes,Clothing,All Womens Shoes,Shoes","Grey Knit","skechers sport women's breathe easy fortune knit fashion sneaker, grey knit",,"Online only"
"AWpNaH6mAGTnQPR7tdYc","2019-04-24","2019-04-24T03:20:10Z","SummitFashions","Clothing,Shoes,Womens Shoes,All Womens Shoes","Silver","5 Inch Sexy High Heel Boot Womens Knee High Boots Sequins",,"Online only: 21% off"
"AWpNuW-lAGTnQPR7tfp8","2019-04-24","2019-04-24T03:20:10Z","BareTraps","Clothing,Shoes,Womens Shoes,All Womens Shoes","Dark Brown","Bare Traps Womens Caine Round Toe Ankle Fashion Boots Fashion Boots",,"Online only: 53% off"
"AWpNp9yu0U_gzG0hhRyx","2019-04-24","2019-04-24T03:20:07Z","ellie","Womens Shoes,Clothing,All Womens Shoes,Shoes","Gold","4 Inch Glitter Go Go Boots Platform Chunky Heel Sexy Glamour Boots",,"Online only: 21% off"
"AWpNazi_JbEilcB6Ownh","2019-04-24","2019-04-24T03:20:06Z","Ellie Shoes","Womens Shoes,Clothing,All Womens Shoes,Shoes","Gold Glitter","BP579-CHABLIS 5.5'' Heel Platform Ankle Boot",,"Online only"
"AWpNacHO0U_gzG0hhP6q","2019-04-24","2019-04-24T03:20:06Z","Skechers","Womens Shoes,Clothing,All Womens Shoes,Shoes","Black Rose Gold","Skechers Women's Flex Appeal 2.0 Insight Sneaker",,"Online only"
"AWpNbGhw0U_gzG0hhQAZ","2019-04-24","2019-04-24T03:20:05Z","K-Swiss","Womens Shoes,Clothing,All Womens Shoes,Shoes","White/Shocking Pink","K-Swiss St329 Cmf Sneaker - Womens",,"Online only"
"AWpNcKlfAGTnQPR7tdo9","2019-04-24","2019-04-24T03:20:02Z","Grasshoppers","Clothing,Shoes,Womens Shoes,All Womens Shoes","Steel Grey","Grasshoppers Womens Janey Ll Low Top Lace Up Fashion Sneakers",,"Online only: 57% off"
"AWpNpaTU0U_gzG0hhRmG","2019-04-24","2019-04-24T03:20:00Z","SNJ","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black-1","Women's Lace Up Platform Comfortable Flat Casual Fashion Sneakers (FREE SHIPPING)",,"Online only"
"AWpNm1OLJbEilcB6OxUm","2019-04-24","2019-04-24T03:20:00Z","Steve Madden","Clothing,Shoes,Womens Shoes,All Womens Shoes","Rose Gold","Steve Madden Women's Carnival Rose Gold Ankle-High Leather Pump - 5M",,"Online only: 64% off"
"AWpNZ4GjAGTnQPR7tdWZ","2019-04-24","2019-04-24T03:20:00Z","SNJ","Clothing,Shoes,Womens Shoes,All Womens Shoes","Blue-1","Women's Lace Up Platform Comfortable Flat Casual Fashion Sneakers (FREE SHIPPING)",,"Online only"
"AWpN3mvhJbEilcB6OzTp","2019-04-24","2019-04-24T03:19:59Z","Liliana","Clothing,Shoes,Womens Shoes,All Womens Shoes","Tan","LILIANA ROMANE-1 Women's Chunky Heel Riding Ankle Booties",,"Online only"
"AWpNYpn30U_gzG0hhPs8","2019-04-24","2019-04-24T03:19:59Z","Grasshoppers","Clothing,Shoes,Womens Shoes,All Womens Shoes","Steel Grey","Grasshoppers Womens Cara Slip On Embroidered Memory Foam Fashion Sneakers",,"Online only: 66% off"
"AWpNbgbDM263mwCq8RNn","2019-04-24","2019-04-24T03:19:59Z","Sam Edelman","Clothing,Shoes,Womens Shoes,All Womens Shoes","Wine Velvet","Sam Edelman Womens Leya Faux Fur Fashion Sneakers",,"Online only"
"AWpNewl2M263mwCq8RZV","2019-04-24","2019-04-24T03:19:44Z","Propet","Clothing,Shoes,Womens Shoes,All Womens Shoes","Indigo Suede","Women's Propet Washable Walker Suede Walking Shoe",,"Online only"
"AWpNdXa7AGTnQPR7tdsJ","2019-04-24","2019-04-24T03:19:38Z","Skechers","Clothing,Shoes,Womens Shoes,All Womens Shoes","Chocolate","Skechers Women's Breathe Easy - Good Luck Casual Shoe",,"Online only"
"AWpNwxoY0U_gzG0hhSMw","2019-04-24","2019-04-24T03:16:26Z","SummitFashions","Clothing,Shoes,Womens Shoes,All Womens Shoes","Gold","5 Inch Sexy High Heel Boot Womens Knee High Boots Sequins",,"Online only: 21% off"
"AWpNmr74JbEilcB6OxSN","2019-04-24","2019-04-24T03:16:26Z","Puma","Clothing,Shoes,Womens Shoes,All Womens Shoes","Blue Indigo / Puma White","Puma Women's Enzo Strap Mesh Ankle-High Fashion Sneaker - 7.5M - Blue Indigo / Puma White",,"Online only: 39% off"
"AWpNZro8AGTnQPR7tdUz","2019-04-24","2019-04-24T03:16:26Z","Puma","Clothing,Shoes,Womens Shoes,All Womens Shoes","Barbados Cherry / Gold","Puma Women's Classic Suede Barbados Cherry / Gold Ankle-High Fashion Sneaker - 8M",,"Online only: 16% off"
"AWpNYtTEAGTnQPR7tdNs","2019-04-24","2019-04-24T03:16:19Z","Forever Link","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black","Ever-999 Women's Flat Lace Up Light weight Two Tone Fashion Running Athletic Sneaker Shoes",,"Online only"
"AWpNYjAYJbEilcB6OwU3","2019-04-24","2019-04-24T03:16:18Z","New Balance","Clothing,Shoes,Womens Shoes,All Womens Shoes","TEAL","New Balance WL999LWA: 999 Elite Edition Lost Worlds TEAL Premium Comfort Sneaker",,"Online only"
"AWpNeFAPJbEilcB6Ow2z","2019-04-24","2019-04-24T03:16:18Z","New Balance","Clothing,Shoes,Womens Shoes,All Womens Shoes","TEAL","New Balance WL999LWA: 999 Elite Edition Lost Worlds TEAL Premium Comfort Sneaker",,"Online only"
"AWpNY0oDAGTnQPR7tdOI","2019-04-24","2019-04-24T03:16:12Z","Soda","Clothing,Shoes,Womens Shoes,All Womens Shoes","Tan","Soda Women's Open Toe Ankle Strap Espadrille Sandal (Black, 7.5 B(M) US)",,"Online only"
"AWpNaFOUAGTnQPR7tdYF","2019-04-24","2019-04-24T03:16:09Z","Skechers","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black/Pink","Skechers Life Saver Running Women's Shoes Size",,"Online only"
"AWpNzpgH0U_gzG0hhSSZ","2019-04-24","2019-04-24T03:16:08Z","Demonia","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black Vegan Leather/Pink Hologram","Women's Torment 216 Lace-Up Bootie",,"Online only"
"AWpNYXu1JbEilcB6OwTg","2019-04-24","2019-04-24T03:16:07Z","ellie","Womens Shoes,Clothing,All Womens Shoes,Shoes","Orange","4 Inch High Heel Boots Neon Knee High Boots Black Light Reactive Nightclub Shoe",,"Online only: 21% off"
"AWpNmsCc0U_gzG0hhQpu","2019-04-24","2019-04-24T03:16:06Z","Skechers","Womens Shoes,Clothing,All Womens Shoes,Shoes","Navy / White,Navy/White","Skechers Women's Mantra Ultra - Forte Navy / White Ankle-High Fashion Sneaker 7M",,"Online only"
"AWpNbbbDAGTnQPR7tdjM","2019-04-24","2019-04-24T03:16:06Z","Skechers","Womens Shoes,Clothing,All Womens Shoes,Shoes","Navy / White,Navy/White","Skechers Women's Mantra Ultra - Forte Navy / White Ankle-High Fashion Sneaker 7M",,"Online only"
"AWpNmWXtM263mwCq8Rw_","2019-04-24","2019-04-24T03:16:05Z","Puma","Clothing,Shoes,Womens Shoes,All Womens Shoes","Winetasting","Puma Women's Eskiva Very Hi Winetasting Knee-High Fashion Sneaker - 9.5M",,"Online only: 40% off"
"AWpNagX5JbEilcB6OwkW","2019-04-24","2019-04-24T03:16:00Z","Soho Shoes","Clothing,Shoes,Womens Shoes,All Womens Shoes","BLACK/BLACK","Soho Shoes Pom Pom Suede Sneakers",,"Online only"
"AWpNfmp5JbEilcB6Ow5p","2019-04-24","2019-04-24T03:16:00Z","Skechers","Clothing,Shoes,Womens Shoes,All Womens Shoes","Navy / Teal","Skechers Women's Go Run Mojo - Verve Navy / Teal Ankle-High Running Shoe 9M",,"Online only: 38% off"
"AWpNu2UTAGTnQPR7tfql","2019-04-24","2019-04-24T03:15:58Z","PUMA","Clothing,Shoes,Womens Shoes,All Womens Shoes","Puma Black-elderberry","Puma Women'S Ballast Mid Sneaker",,"Online only"
"AWpNgbFqM263mwCq8RcA","2019-04-24","2019-04-24T03:15:34Z","Under Armour","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black","Women's Charged Pivot Mid Cnvs Sneaker",,"Online only: 35% off"
"AWpNm7dSAGTnQPR7teOF","2019-04-24","2019-04-24T03:15:16Z","New Balance","Clothing,Shoes,Womens Shoes,All Womens Shoes","Dl","New Balance Women's Wl555 Zz Ankle-High Fabric Cross Trainer Shoe - 10.5W",,"Online only"
"AWpNcQ5KAGTnQPR7tdp5","2019-04-24","2019-04-24T03:15:16Z","New Balance","Clothing,Shoes,Womens Shoes,All Womens Shoes","Dl","New Balance Women's Wl555 Zz Ankle-High Fabric Cross Trainer Shoe - 10.5W",,"Online only"
"AWpNb01hJbEilcB6Owvv","2019-04-24","2019-04-24T03:15:14Z","New Balance","Clothing,Shoes,Womens Shoes,All Womens Shoes","Ff","New Balance Women's Ws247 Ff Ankle-High Fashion Sneaker - 6.5M",,"Online only: 41% off"
"AWpNaysUM263mwCq8RH-","2019-04-24","2019-04-24T03:15:14Z","Breckelle's","Clothing,Shoes,Womens Shoes,All Womens Shoes","Wine","Breckelles Women's HEATHER-34 Faux Suede Chunky Heel Ankle Booties Wine Suede 6.5",,"Online only"
"AWpNoVl8M263mwCq8SYD","2019-04-24","2019-04-24T03:15:13Z","New Balance","Clothing,Shoes,Womens Shoes,All Womens Shoes","Uc","New Balance Women's Ws247 Ff Ankle-High Fashion Sneaker - 6.5M",,"Online only"
"AWpNkvDjM263mwCq8Rh8","2019-04-24","2019-04-24T03:15:12Z","Brinley Co.","Clothing,Shoes,Womens Shoes,All Womens Shoes","Red","Brinley Co. Womens Comfort Wide Calf Faux Suede Riding Boot",,"Was 99.99"
"AWpNZeWCJbEilcB6OwcI","2019-04-24","2019-04-24T03:15:12Z","Trotters","Clothing,Shoes,Womens Shoes,All Womens Shoes","White","women's trotters below zero waterproof ankle boot",,"Online only"
"AWpNup3rM263mwCq8TWI","2019-04-24","2019-04-24T03:15:11Z","Bamboo","Clothing,Shoes,Womens Shoes,All Womens Shoes","Blue Denim","Bamboo Living 21S Women's Shoes Floral Embroidered Boot Blue Denim",,"Online only"
"AWpNawEPAGTnQPR7tdeF","2019-04-24","2019-04-24T03:15:05Z","Ellie Shoes","Clothing,Shoes,Womens Shoes,All Womens Shoes","Gold Glitter","BP579-CHABLIS 5.5'' Heel Platform Ankle Boot",,"Online only"
"AWpNcX0U0U_gzG0hhQKy","2019-04-24","2019-04-24T03:15:03Z","ARRAY","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black","Array Womens Camille Leather Closed Toe Oxfords",,"Online only: 61% off"
"AWpNkcszAGTnQPR7td2o","2019-04-24","2019-04-24T03:15:03Z","SKECHERS","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black","Skecher Street Women's Double up-Shiny Dancer Fashion Sneaker, Black, 7.5 M US",,"Online only"
"AWpNupqzM263mwCq8TWE","2019-04-24","2019-04-24T03:14:44Z","New Balance","Clothing,Shoes,Womens Shoes,All Womens Shoes","Vah","New Balance Men's Ml574 Ney Ankle-High Suede Fashion Sneaker - 10M",,"Online only"
"AWpNZEQ_AGTnQPR7tdQF","2019-04-24","2019-04-24T03:14:43Z","New Balance","Clothing,Shoes,Womens Shoes,All Womens Shoes","Covert Green","New Balance WRL420RB: 420 Classic Covert Green Womens Lifestyle Sneakers",,"Online only"
"AWpNbuBmJbEilcB6Owu7","2019-04-24","2019-04-24T03:14:42Z","Steve Madden","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black Multi","Women's Steve Madden Antics Sneaker",,"Online only"
"AWpNzgNHAGTnQPR7tfx7","2019-04-24","2019-04-24T03:14:41Z","Anthony Wang","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black","Anthony Wang Mid Calf Women's Combat Boots in White",,"Online only"
"AWpNbXjEJbEilcB6Owr3","2019-04-24","2019-04-24T03:14:41Z","Top Moda","Clothing,Shoes,Womens Shoes,All Womens Shoes","White","Top Moda POLISH-6 Womens Lace-up Hidden Platform Ankle Boots",,"Online only"
"AWpNYzzu0U_gzG0hhPuK","2019-04-24","2019-04-24T03:14:41Z","ASICS","Clothing,Shoes,Womens Shoes,All Womens Shoes","Blue Purple/Black/Flash Coral","Asics Gel-Cumulus 19 Running-Shoes - Womens",,"Online only"
"AWpNatcpAGTnQPR7tddr","2019-04-24","2019-04-24T03:14:37Z","Brinley Co.","Clothing,Shoes,Womens Shoes,All Womens Shoes","Grey","Brinley Co Women's Round Toe Buckle Detail Boots",,"Online only"
"AWpNaxNW0U_gzG0hhP9w","2019-04-24","2019-04-24T03:14:33Z","Trotters","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black Smooth Waterproof Polyurethane/Faux Fur","women's trotters below zero waterproof ankle boot",,"Online only: 40% off"
"AWpNMIBcM263mwCq8PWw","2019-04-24","2019-04-24T02:09:03Z","Nature Breeze","Clothing,Shoes,Womens Shoes,All Womens Shoes","Cognac","Women Leatherette Quilted Strap Cigar Heel Ankle Bootie BD83",,"Online only"
"AWpNP2ru0U_gzG0hhPIa","2019-04-24","2019-04-24T02:05:18Z","Floopi","Womens Shoes,Clothing,All Womens Shoes,Shoes","Grey","Floopi Womens Indoor Outdoor Soft Velour Quilted Fur Lined Clog Slipper W/Memory Foam (XL, Beige-304)",,"Online only"
"AWpNQBjEAGTnQPR7tcq4","2019-04-24","2019-04-24T02:04:17Z","Drew","Womens Shoes,Clothing,All Womens Shoes,Shoes","Olive Combo","Women's Drew Joy",,"Online only"
"AWpNLUBWAGTnQPR7tbkg","2019-04-24","2019-04-24T02:00:22Z","SoftWalk","Womens Shoes,Clothing,All Womens Shoes,Shoes","Electric Violet Nubuck Leather","SoftWalk Womens Hampshire Nubuck Leather Perforated Ballet Flats",,"Online only"
"AWpJ7P7OM263mwCq8Ofd","2019-04-23","2019-04-23T11:09:38Z","Funtasma","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black Patent","Women's Maryjane 50",,"Online only"
"AWpJ57QWAGTnQPR7tahz","2019-04-23","2019-04-23T11:09:38Z","Funtasma","Clothing,Shoes,Womens Shoes,All Womens Shoes","Hot Pink Stretch Patent/Mesh","Women's Funtasma Gogo 307 Knee High Boot",,"Online only"
"AWpJ6RD90U_gzG0hhNLf","2019-04-23","2019-04-23T11:09:38Z","Funtasma","Clothing,Shoes,Womens Shoes,All Womens Shoes","Red Patent","Women's Maryjane 50",,"Online only"
"AWpJptsz0U_gzG0hhKAf","2019-04-23","2019-04-23T09:22:44Z","PINUP","Clothing,Shoes,Womens Shoes,All Womens Shoes","Fuchsia","Womens Mary Jane Strap Pumps Shimmery Patent 5 1/4 Inch Heels Peep Toe Shoes",,"Online only: 31% off"
"AWpJhKm7JbEilcB6Okn8","2019-04-23","2019-04-23T09:22:14Z","Demonia","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black Velvet","Women's Shaker 52 Ankle Boot",,"Online only"
"AWpJjuQzJbEilcB6OnGE","2019-04-23","2019-04-23T09:21:34Z","Trotters","Clothing,Shoes,Womens Shoes,All Womens Shoes","Dark Red/Black Leather Kidskin Nappa","Women's Jacey Walking Shoe",,"Online only: 40% off"
"AWpJl9_ZJbEilcB6OpKC","2019-04-23","2019-04-23T09:20:26Z","SAS","Clothing,Shoes,Womens Shoes,All Womens Shoes","WHITE","Women's SAS, Sunburst Sandal",,"Online only"
"AWpJiUYVM263mwCq8GHI","2019-04-23","2019-04-23T09:17:01Z","Funtasma","Clothing,Shoes,Womens Shoes,All Womens Shoes","Ivory PU/Lace","Women's Victorian 116X",,"Online only"
"AWpJpndbAGTnQPR7tXbl","2019-04-23","2019-04-23T09:16:30Z","Carlos by Carlos Santana","Clothing,Shoes,Womens Shoes,All Womens Shoes","Pink Synthetic Leather","Women's Carlos by Carlos Santana Pacey Mule Sneaker",,"Online only: 54% off"
"AWpJlA3U0U_gzG0hhH1v","2019-04-23","2019-04-23T09:15:20Z","L'Artiste by Spring Step","Clothing,Shoes,Womens Shoes,All Womens Shoes","White/Brown Multi Leather","Women's L'Artiste by Spring Step Tapestry Open Toe Bootie",,"Online only"
"AWpJl8dw0U_gzG0hhIpx","2019-04-23","2019-04-23T09:13:58Z","The Highest Heel","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black Bottom","MAGNUM-121-D 7 1/2'' Gun Heel With Diamond Drilled Bottom and Two Piece",,"Online only: 26% off"
"AWpJnQaYJbEilcB6Opx5","2019-04-23","2019-04-23T09:12:18Z","Earth","Clothing,Shoes,Womens Shoes,All Womens Shoes","Taupe","Merlin Boot - Womens",,"Online only"
"AWpJWuGKAGTnQPR7tQs4","2019-04-23","2019-04-23T08:21:14Z","Wanted Shoes","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black/Natural","Wanted Shoes Womens Babe Almond Toe Oxfords",,"Online only: 20% off"
"AWpJUgSRJbEilcB6OjIv","2019-04-23","2019-04-23T08:21:14Z","UGG","Clothing,Shoes,Womens Shoes,All Womens Shoes","Navy","1016224 - CLASSIC TALL II 8 / Navy",,"Online only"
"AWpJWkK-AGTnQPR7tQqJ","2019-04-23","2019-04-23T08:20:55Z","ELLIE SHOES","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black/Silver","Ellie Shoes E-821-Chrome 8 Heel Chrome Sandal 6 / Clear/Silver",,"Online only"
"AWpJYHY-AGTnQPR7tREE","2019-04-23","2019-04-23T08:20:53Z","ARRAY","Womens Shoes,Clothing,All Womens Shoes,Shoes","White","Womens Camille Leather Closed Toe Oxfords",,"Online only: 71% off"
"AWpJYcRJ0U_gzG0hhDrG","2019-04-23","2019-04-23T08:20:45Z","Indigo Rd.","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black Ripple","Indigo Rd. Womens Hacksy Almond Toe Oxfords",,"Online only"
"AWpJTXaBAGTnQPR7tP14","2019-04-23","2019-04-23T08:20:29Z","Mark Lemp Classics","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black-patent","Mark Lemp Classics Womens Jake Closed Toe Oxfords",,"Online only: 45% off"
"AWpI-IdXAGTnQPR7tNAM","2019-04-23","2019-04-23T06:28:24Z","Top Moda","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black","Classic Pull-on Booties",,"Online only"
"AWpI5PNIM263mwCq79_8","2019-04-23","2019-04-23T06:27:16Z","Giani Bernini","Clothing,Shoes,Womens Shoes,All Womens Shoes","White","Giani Bernini Womens Bryana Open Toe Casual Platform Sandals",,"Online only: 21% off"
"AWpJM1KzJbEilcB6Oiss","2019-04-23","2019-04-23T06:17:29Z","Top Moda","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black","Top Moda POLISH-6 Womens Lace-up Hidden Platform Ankle Boots",,"Online only"
"AWpIe_U1JbEilcB6ObXt","2019-04-23","2019-04-23T04:27:05Z","Soda","Clothing,Shoes,Womens Shoes,All Womens Shoes","Khaki","Soda Women's Peep Toe Faux Suede Lace Up Side Stacked Block Heel Ankle Boot (Khaki, 7 B(M) US)",,"Online only"
"AWpId07RJbEilcB6ObTt","2019-04-23","2019-04-23T04:20:21Z","White Mountain","Clothing,Shoes,Womens Shoes,All Womens Shoes","Brown Suedette","Women's White Mountain Nyssa Bootie",,"Online only: 68% off"
"AWpISk_PM263mwCq73YK","2019-04-23","2019-04-23T03:21:58Z","Trotters","Clothing,Shoes,Womens Shoes,All Womens Shoes","Burgundy Nappa Angel/Lizard Stamp","Women's Anastasia Flat",,"Online only"
"AWpIRp6p0U_gzG0hg1ro","2019-04-23","2019-04-23T03:21:56Z","ARRAY","Clothing,Shoes,Womens Shoes,All Womens Shoes","Navy","Array Womens Freedom Leather Square Toe Loafers",,"Online only: 41% off"
"AWpIUGrfJbEilcB6OXb9","2019-04-23","2019-04-23T03:21:40Z","Indigo Rd.","Clothing,Shoes,Womens Shoes,All Womens Shoes","Brown","Indigo Rd. Womens Harley Closed Toe Loafers",,"Online only: 35% off"
"AWpISCNhAGTnQPR7tDXH","2019-04-23","2019-04-23T03:16:37Z","Vionic with Orthaheel Technology","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black Velvet","Women's Vionic with Orthaheel Technology Romi Loafer",,"Online only"
"AWpIOmx9AGTnQPR7tBTi","2019-04-23","2019-04-23T03:16:36Z","Kate Spade New York","Clothing,Shoes,Womens Shoes,All Womens Shoes","Fawn Kid Suede","Kate Spade New York Womens Maeve Closed Toe Casual Pumps",,"Online only: 32% off"
"AWpISA0wM263mwCq73AC","2019-04-23","2019-04-23T03:16:32Z","Michael Michael Kors","Clothing,Shoes,Womens Shoes,All Womens Shoes","Silver Leather","Michael Michael Kors Womens Paris Leather Closed Toe D-Orsay Pumps",,"Online only: 53% off"
"AWpIRy6p0U_gzG0hg1yJ","2019-04-23","2019-04-23T03:16:12Z","INC International Concepts","Clothing,Shoes,Womens Shoes,All Womens Shoes","White/black","INC International Concepts Kivah Block-Heel Dress Sandals",,"Online only: 20% off"
"AWpIPJlJM263mwCq71NV","2019-04-23","2019-04-23T03:14:20Z","Aerosoles","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black Leather","Women's Aerosoles Trend Setter Slip On",,"Online only: 20% off"
"AWpIP3HnJbEilcB6OU_h","2019-04-23","2019-04-23T03:14:17Z","Aerosoles","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black Fabric","Aerosoles Womens Elimental Perforated Memory Foam Loafers",,"Online only"
"AWpIVM6lAGTnQPR7tE3p","2019-04-23","2019-04-23T03:14:12Z","Vionic","Clothing,Shoes,Womens Shoes,All Womens Shoes","White","Women's Vionic with Orthaheel Technology Ashby Loafer",,"Online only"
"AWpIUvwd0U_gzG0hg3Rm","2019-04-23","2019-04-23T03:14:10Z","ECCO","Clothing,Shoes,Womens Shoes,All Womens Shoes","Shadow White Camel Nubuck","Women's ECCO Crepetray Slip On",,"Online only: 64% off"
"AWpIO0O_AGTnQPR7tBaj","2019-04-23","2019-04-23T03:14:09Z","The Walking Cradle Company","Clothing,Shoes,Womens Shoes,All Womens Shoes","Navy Matte Snake Print/Nubuck","Walking Cradles Womens Orleans Round Toe Loafers",,"Online only: 33% off"
"AWpIPxIXAGTnQPR7tB-I","2019-04-23","2019-04-23T03:14:06Z","Bella Luna","Clothing,Shoes,Womens Shoes,All Womens Shoes","Taupe Beige","Melanie50 by Bella Luna, Lightweight Espadrille Rope Jute Wrap Platform Flatform Slipper Loafer",,"Online only"
"AWpIUubiM263mwCq74Wr","2019-04-23","2019-04-23T03:14:02Z","Alegria by PG Lite","Clothing,Shoes,Womens Shoes,All Womens Shoes","Quarry Crackle","Alegria Womens Glee Comfort Slip On Loafer Flats",,"Online only"
"AWpIQOz40U_gzG0hg0x7","2019-04-23","2019-04-23T03:13:58Z","Marc Joseph New York","Clothing,Shoes,Womens Shoes,All Womens Shoes","Floral Black","Marc Joseph New York Womens Chambers St Closed Toe Loafers",,"Online only: 82% off"
"AWpIVDXLJbEilcB6OX0s","2019-04-23","2019-04-23T03:13:56Z","Giani Bernini","Clothing,Shoes,Womens Shoes,All Womens Shoes","Dk Pewter","Giani Bernini Womens Mauwe Closed Toe Loafers",,"Online only: 53% off"
"AWpITvPLJbEilcB6OXSK","2019-04-23","2019-04-23T03:13:54Z","Coach","Womens Shoes,Clothing,All Womens Shoes,Shoes","Wine","Coach Womens Crosby Closed Toe Loafers",,"Online only: 39% off"
"AWpIPtxYAGTnQPR7tB7t","2019-04-23","2019-04-23T03:13:53Z","Vaneli","Clothing,Shoes,Womens Shoes,All Womens Shoes","Navy","Vaneli Womens Kimi Round Toe Loafers",,"Online only: 42% off"
"AWpIT1Sw0U_gzG0hg268","2019-04-23","2019-04-23T03:13:52Z","Vaneli","Clothing,Shoes,Womens Shoes,All Womens Shoes","khaki nabuk","Vaneli Womens Kimi Round Toe Loafers",,"Online only: 46% off"
"AWpIfbogJbEilcB6ObZT","2019-04-23","2019-04-23T03:13:47Z","Dyeables","Clothing,Shoes,Womens Shoes,All Womens Shoes","Silver Shimmer","Women's Dyeables Elvira",,"Online only"
"AWpIUngvM263mwCq74TC","2019-04-23","2019-04-23T03:13:26Z","Marc Joseph New York","Clothing,Shoes,Womens Shoes,All Womens Shoes","Mocha Gold Snake","Marc Joseph New York Womens manhasset Closed Toe Loafers",,"Online only: 20% off"
"AWpISqgFM263mwCq73bp","2019-04-23","2019-04-23T03:13:22Z","ARRAY","Clothing,Shoes,Womens Shoes,All Womens Shoes","White-black","Womens Eliza Leather Square Toe Loafers",,"Online only: 46% off"
"AWpIQxoqAGTnQPR7tCkA","2019-04-23","2019-04-23T03:13:18Z","J.Rene","Womens Shoes,Clothing,All Womens Shoes,Shoes","Midnight Blue Micro Suede/Snake Print Fabric","Womens Edlyn Closed Toe Loafers",,"Online only: 75% off"
"AWpIQGVR0U_gzG0hg0tC","2019-04-23","2019-04-23T03:13:15Z","Comfortiva","Clothing,Shoes,Womens Shoes,All Womens Shoes","Washed Rose","Comfortiva Womens Ginger Fabric Closed Toe Loafers",,"Online only: 65% off"
"AWpIW8x4JbEilcB6OYJq","2019-04-23","2019-04-23T03:12:45Z","ellie","Clothing,Shoes,Womens Shoes,All Womens Shoes","Red","4 Inch High Heel Womens Shoes Glitter Ruffle Bow Mary Jane Pumps",,"Online only: 21% off"
"AWpIQPmtJbEilcB6OVNk","2019-04-23","2019-04-23T03:12:29Z","Static Footwear","Womens Shoes,Clothing,All Womens Shoes,Shoes","KHAKI,Khaki","Static Footwear Harry-1 Women's Slip On Block Heel Loafers",,"Online only"
